N-gram,Count,Book
the house of Jehovah,52,12
it came to pass,36,12
the king of Assyria,34,12
And it came to,31,12
of the kings of,27,12
the man of God,27,12
the book of the,26,12
the king of Israel,24,12
written in the book,24,12
did that which was,23,12
in the book of,23,12
book of the chronicles,22,12
chronicles of the kings,22,12
of the acts of,22,12
of the chronicles of,22,12
reigned in his stead,22,12
rest of the acts,22,12
the chronicles of the,22,12
the rest of the,22,12
Now the rest of,21,12
he did that which,21,12
in the house of,21,12
in the sight of,21,12
the sight of Jehovah,21,12
And he did that,20,12
evil in the sight,20,12
the kings of Israel,20,12
of the house of,19,12
that which was evil,19,12
was evil in the,19,12
which was evil in,19,12
are they not written,18,12
not written in the,18,12
they not written in,18,12
house of Jehovah and,17,12
he began to reign,16,12
his son reigned in,16,12
son reigned in his,16,12
the kings of Judah,16,12
all that he did,15,12
reign and he reigned,15,12
the word of Jehovah,15,12
to reign and he,15,12
when he began to,15,12
And the king of,14,12
Jeroboam the son of,14,12
according to all that,14,12
and all that he,14,12
began to reign and,14,12
of the king of,14,12
people of the land,14,12
slept with his fathers,14,12
the king of Babylon,14,12
the people of the,14,12
came to pass when,13,12
his mothers name was,13,12
into the house of,13,12
Jehovah the God of,12,12
and his mothers name,12,12
made Israel to sin,12,12
the son of Nebat,12,12
to the king of,12,12
with his fathers and,12,12
Jerusalem and his mothers,11,12
according to the word,11,12
he made Israel to,11,12
in Jerusalem and his,11,12
of Jeroboam the son,11,12
the children of Israel,11,12
the sins of Jeroboam,11,12
to the word of,11,12
wherewith he made Israel,11,12
years in Jerusalem and,11,12
And he said unto,10,12
did are they not,10,12
he did are they,10,12
into the hand of,10,12
sons of the prophets,10,12
the hand of the,10,12
the house of Ahab,10,12
the sons of the,10,12
Hazael king of Syria,9,12
Nebat wherewith he made,9,12
and said unto him,9,12
of Nebat wherewith he,9,12
old when he began,9,12
sins of Jeroboam the,9,12
son of Nebat wherewith,9,12
the God of Israel,9,12
the captain of the,9,12
the king of Syria,9,12
years old when he,9,12
came to pass as,8,12
came to pass in,8,12
the way of the,8,12
to pass in the,8,12
unto the king of,8,12
word of Jehovah which,8,12
and said unto them,7,12
and the king of,7,12
breaches of the house,7,12
captain of the guard,7,12
fathers in the city,7,12
found in the house,7,12
from the sins of,7,12
he departed not from,7,12
his fathers in the,7,12
in the city of,7,12
in the eyes of,7,12
king of Assyria and,7,12
man of God and,7,12
of the hand of,7,12
of the kings house,7,12
out of the hand,7,12
over Israel in Samaria,7,12
right in the eyes,7,12
that he did are,7,12
that which was right,7,12
the breaches of the,7,12
the city of David,7,12
the eyes of Jehovah,7,12
the house of Baal,7,12
the king of Judah,7,12
to pass when the,7,12
was right in the,7,12
which was right in,7,12
with his fathers in,7,12
Amaziah king of Judah,6,12
And Elisha said unto,6,12
Jehovah according to all,6,12
Jehovah he departed not,6,12
Nebuchadnezzar king of Babylon,6,12
Pekah the son of,6,12
all the people of,6,12
by the way of,6,12
hand of the king,6,12
in the cities of,6,12
in the high places,6,12
incense in the high,6,12
king of Judah began,6,12
of Jehovah according to,6,12
of the high places,6,12
of the land of,6,12
of the man of,6,12
reign over Israel in,6,12
saith Jehovah the God,6,12
sight of Jehovah he,6,12
that was found in,6,12
the money that was,6,12
the son of Ahab,6,12
the son of Remaliah,6,12
the treasures of the,6,12
to meet him and,6,12
to reign over Israel,6,12
was found in the,6,12
Joram the son of,5,12
Thus saith Jehovah the,5,12
according to all the,5,12
all the host of,5,12
and they buried him,5,12
brought into the house,5,12
departed not from the,5,12
fathers and was buried,5,12
he did and his,5,12
he said unto him,5,12
him Thus saith Jehovah,5,12
his fathers and was,5,12
house of Baal and,5,12
in Samaria and reigned,5,12
in the land of,5,12
king of Babylon came,5,12
king of Syria and,5,12
not from the sins,5,12
of Jehovah he departed,5,12
of Joash king of,5,12
out of the land,5,12
said As Jehovah liveth,5,12
that he did and,5,12
that were in the,5,12
the camp of the,5,12
the host of heaven,5,12
the kings house and,5,12
the nations whom Jehovah,5,12
the son of Joash,5,12
the words of the,5,12
the worshippers of Baal,5,12
them into the hand,5,12
to all that his,5,12
unto him Thus saith,5,12
unto the house of,5,12
was over the household,5,12
were in the house,5,12
