N-gram,Count,Book
And it came to pass,22,10
And the king said to,17,10
it came to pass after,10,10
the people that were with,9,10
Sheba the son of Bichri,8,10
of the children of Ammon,8,10
people that were with him,8,10
the ark of the LORD,7,10
the king said to him,7,10
Abner the son of Ner,6,10
all the people that were,6,10
and all the people that,6,10
came to the king and,6,10
in the midst of the,6,10
of the house of Saul,6,10
And David said to him,5,10
Joab the son of Zeruiah,5,10
all the tribes of Israel,5,10
came to pass after this,5,10
it came to pass when,5,10
said to the king Behold,5,10
the children of Ammon and,5,10
to my lord the king,5,10
to pass after this that,5,10
