N-gram,Count,Book
And it came to pass,23,10
And the king said unto,16,10
out of the hand of,9,10
the people that were with,9,10
Sheba the son of Bichri,8,10
it came to pass after,8,10
of the children of Ammon,8,10
people that were with him,8,10
Abner the son of Ner,6,10
And David said unto him,6,10
all the people that were,6,10
and all the people that,6,10
came to the king and,6,10
of the house of Saul,6,10
the king said unto him,6,10
Joab the son of Zeruiah,5,10
all the men of Israel,5,10
all the tribes of Israel,5,10
came to pass after this,5,10
in the midst of the,5,10
it came to pass when,5,10
the children of Ammon and,5,10
to pass after this that,5,10
unto my lord the king,5,10
